! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! NACA64 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
! Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
          1   NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"NACA64_A17_coords.txt"    NumCoords         ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
"unused"      BL_file           ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
          7   NumTabs           ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
          6   Re                ! Reynolds number in millions
        -10   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
          1   alpha0            ! 0-lift angle of attack, depends on airfoil.
       23.5   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
        -18   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
      6.578   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"Default"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
"Default"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"Default"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"Default"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"Default"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"Default"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"Default"     b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"Default"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"Default"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"Default"     A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
      2.593   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
      -1.45   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
     0.0048   Cd0               ! 2D drag coefficient value at 0-lift.
    -0.0131   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"Default"     x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"Default"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        127   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.00		0.0000		0.0100 		0.0000
-170.00		0.3487		0.0100 		0.4000
-160.00		0.6974		0.0100 		0.3987
-150.00		1.0461		0.1863 		0.4741
-140.00		0.8664		0.4401 		0.3875
-130.00		0.7141		0.7137 		0.3675
-120.00		0.5523		0.9761 		0.3725
-110.00		0.3734		1.1982 		0.3822
-100.00		0.1841		1.3562 		0.3844
 -90.00		0.0000		1.4340 		0.3716
 -80.00		-0.1841		1.3562 		0.3255
 -70.00		-0.3734		1.1982 		0.2708
 -60.00		-0.5523		0.9761 		0.2144
 -50.00		-0.7141		0.7137 		0.1615
 -40.00		-0.8664		0.4401 		0.1120
 -30.00		-1.0461		0.1863 		0.0515
 -25.00		-0.9961		0.2298 		0.0533
 -24.50		-1.0076		0.2191 		0.0450
 -23.50		-1.0707		0.1893 		0.0227
 -22.50		-1.3525		0.1208 		-0.0263
 -22.00		-1.4151		0.1031 		-0.0378
 -21.50		-1.4559		0.0898 		-0.0456
 -21.00		-1.4863		0.0788 		-0.0514
 -20.50		-1.5056		0.0699 		-0.0554
 -20.00		-1.5172		0.0625 		-0.0583
 -19.50		-1.5233		0.0561 		-0.0603
 -18.00		-1.5135		0.0414 		-0.0626
 -17.50		-1.5037		0.0376 		-0.0625
 -17.00		-1.4904		0.0342 		-0.0620
 -16.50		-1.4746		0.0311 		-0.0613
 -16.00		-1.4565		0.0284 		-0.0602
 -15.50		-1.4364		0.0260 		-0.0588
 -15.00		-1.4144		0.0238 		-0.0572
 -14.50		-1.3911		0.0220 		-0.0551
 -14.00		-1.3659		0.0205 		-0.0526
 -13.50		-1.3411		0.0190 		-0.0498
 -13.00		-1.3146		0.0177 		-0.0467
 -12.50		-1.2853		0.0166 		-0.0437
 -12.00		-1.2539		0.0157 		-0.0408
 -11.50		-1.2207		0.0148 		-0.0379
 -11.00		-1.1859		0.0141 		-0.0351
 -10.50		-1.1512		0.0134 		-0.0321
 -10.00		-1.1090		0.0101 		-0.0288
  -9.50		-1.0760		0.0100 		-0.0254
  -9.00		-1.0448		0.0101 		-0.0214
  -8.50		-1.0062		0.0100 		-0.0187
  -8.00		-0.9627		0.0098 		-0.0168
  -7.50		-0.9159		0.0096 		-0.0154
  -6.50		-0.8182		0.0092 		-0.0132
  -6.00		-0.7675		0.0089 		-0.0125
  -5.00		-0.6628		0.0085 		-0.0115
  -4.50		-0.6090		0.0083 		-0.0112
  -4.00		-0.5548		0.0080 		-0.0111
  -3.50		-0.4997		0.0078 		-0.0110
  -3.00		-0.4444		0.0076 		-0.0111
  -2.50		-0.3884		0.0074 		-0.0112
  -2.00		-0.3325		0.0071 		-0.0114
  -1.00		-0.2206		0.0065 		-0.0118
  -0.50		-0.1655		0.0061 		-0.0119
   0.00		-0.1115		0.0055 		-0.0121
   0.50		-0.0567		0.0049 		-0.0123
   1.00		0.0027		0.0048 		-0.0131
   1.50		0.0624		0.0047 		-0.0140
   2.00		0.1216		0.0046 		-0.0148
   2.50		0.1819		0.0046 		-0.0158
   3.00		0.2419		0.0046 		-0.0167
   4.00		0.3623		0.0046 		-0.0187
   4.50		0.4221		0.0047 		-0.0197
   5.00		0.4822		0.0047 		-0.0207
   5.50		0.5419		0.0047 		-0.0217
   6.00		0.6011		0.0048 		-0.0227
   6.50		0.6599		0.0050 		-0.0236
   7.00		0.7132		0.0055 		-0.0238
   7.50		0.7633		0.0062 		-0.0235
   8.50		0.8641		0.0076 		-0.0233
  10.00		1.0125		0.0094 		-0.0230
  10.50		1.0610		0.0099 		-0.0228
  11.50		1.1515		0.0111 		-0.0214
  12.00		1.1921		0.0117 		-0.0201
  12.50		1.2220		0.0123 		-0.0172
  13.00		1.2302		0.0136 		-0.0126
  13.50		1.2484		0.0149 		-0.0096
  14.00		1.2676		0.0161 		-0.0070
  14.50		1.2873		0.0175 		-0.0046
  16.00		1.3446		0.0219 		0.0009
  16.50		1.3619		0.0236 		0.0024
  17.00		1.3795		0.0254 		0.0035
  17.50		1.3985		0.0272 		0.0043
  18.00		1.4149		0.0293 		0.0050
  18.50		1.4293		0.0315 		0.0055
  19.00		1.4463		0.0337 		0.0057
  20.00		1.4743		0.0386 		0.0055
  20.50		1.4848		0.0414 		0.0051
  21.00		1.4933		0.0445 		0.0044
  21.50		1.5043		0.0474 		0.0035
  22.00		1.5135		0.0505 		0.0024
  22.50		1.5206		0.0539 		0.0010
  23.00		1.5253		0.0576 		-0.0006
  23.50		1.5276		0.0615 		-0.0026
  24.00		1.5273		0.0658 		-0.0049
  24.50		1.5238		0.0706 		-0.0076
  25.00		1.5142		0.0761 		-0.0110
  25.50		1.5102		0.0810 		-0.0144
  26.00		1.5051		0.0860 		-0.0181
  26.50		1.4945		0.0917 		-0.0226
  27.00		1.4854		0.0971 		-0.0272
  27.50		1.4712		0.1031 		-0.0325
  28.00		1.4587		0.1088 		-0.0380
  28.50		1.4401		0.1152 		-0.0444
  29.00		1.4202		0.1216 		-0.0513
  29.50		1.4008		0.1279 		-0.0584
  30.00		1.3747		0.1351 		-0.0665
  40.00		1.0909		0.3442 		-0.1417
  50.00		0.8867		0.5885 		-0.1905
  60.00		0.6914		0.8458 		-0.2356
  70.00		0.4798		1.0924 		-0.2820
  80.00		0.2471		1.3035 		-0.3286
  90.00		0.0000		1.4340 		-0.3716
