! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! NACA64 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
! Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
          1   NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"NACA64_A17_coords.txt"    NumCoords         ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
"unused"      BL_file           ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
          7   NumTabs           ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
         11   Re                ! Reynolds number in millions
        -10   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
          1   alpha0            ! 0-lift angle of attack, depends on airfoil.
         24   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
        -20   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
     6.6404   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"Default"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
"Default"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"Default"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"Default"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"Default"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"Default"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"Default"     b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"Default"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"Default"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"Default"     A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
     2.6785   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
       -1.5   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
     0.0047	 Cd0               ! 2D drag coefficient value at 0-lift.
    -0.0139   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"Default"     x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"Default"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        142   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.00	   0.0000	  0.0100	 0.0000
-170.00	   0.3767	  0.0100	 0.4000
-160.00	   0.7535	  0.0100	 0.4439
-150.00	   1.1302	  0.1657	 0.5165
-140.00	   0.9176	  0.4220	 0.4072
-130.00	   0.7444	  0.6984	 0.3769
-120.00	   0.5685	  0.9642	 0.3770
-110.00	   0.3803	  1.1901	 0.3846
-100.00	   0.1859	  1.3521	 0.3858
 -90.00	   0.0000	  1.4340	 0.3723
 -80.00	   -0.1859	  1.3521	 0.3238
 -70.00	   -0.3803	  1.1901	 0.2673
 -60.00	   -0.5685	  0.9642	 0.2103
 -50.00	   -0.7444	  0.6984	 0.1575
 -40.00	   -0.9176	  0.4220	 0.1076
 -30.00	   -1.1302	  0.1657	 0.0420
 -25.00	   -1.3054	  0.1642	 0.0040
 -24.50	   -1.4280	  0.1354	 -0.0178
 -24.00	   -1.5019	  0.1161	 -0.0314
 -23.50	   -1.5470	  0.1021	 -0.0404
 -23.00	   -1.5804	  0.0905	 -0.0473
 -22.50	   -1.6026	  0.0810	 -0.0524
 -22.00	   -1.6177	  0.0728	 -0.0562
 -21.50	   -1.6268	  0.0658	 -0.0590
 -21.00	   -1.6321	  0.0594	 -0.0613
 -20.50	   -1.6326	  0.0539	 -0.0628
 -20.00	   -1.6293	  0.0490	 -0.0638
 -19.50	   -1.6243	  0.0444	 -0.0644
 -19.00	   -1.6151	  0.0405	 -0.0645
 -18.50	   -1.6046	  0.0368	 -0.0644
 -18.00	   -1.5907	  0.0336	 -0.0638
 -17.50	   -1.5744	  0.0306	 -0.0630
 -17.00	   -1.5563	  0.0279	 -0.0620
 -16.50	   -1.5361	  0.0255	 -0.0606
 -16.00	   -1.5145	  0.0234	 -0.0589
 -15.50	   -1.4914	  0.0216	 -0.0569
 -15.00	   -1.4699	  0.0199	 -0.0541
 -14.50	   -1.4442	  0.0185	 -0.0513
 -14.00	   -1.4180	  0.0173	 -0.0483
 -13.50	   -1.3895	  0.0162	 -0.0452
 -13.00	   -1.3591	  0.0152	 -0.0421
 -12.50	   -1.3265	  0.0144	 -0.0392
 -12.00	   -1.2926	  0.0137	 -0.0363
 -11.50	   -1.2572	  0.0130	 -0.0334
 -11.00	   -1.2226	  0.0124	 -0.0302
 -10.50	   -1.1888	  0.0117	 -0.0268
 -10.00	   -1.1502	  0.0092	 -0.0228
  -9.50	   -1.1181	  0.0093	 -0.0188
  -9.00	   -1.0741	  0.0092	 -0.0170
  -8.50	   -1.0291	  0.0091	 -0.0153
  -8.00	   -0.9818	  0.0089	 -0.0140
  -7.50	   -0.9323	  0.0087	 -0.0130
  -7.00	   -0.8821	  0.0085	 -0.0121
  -6.50	   -0.8306	  0.0083	 -0.0115
  -6.00	   -0.7779	  0.0081	 -0.0110
  -5.50	   -0.7247	  0.0079	 -0.0107
  -5.00	   -0.6705	  0.0077	 -0.0105
  -4.50	   -0.6158	  0.0075	 -0.0104
  -4.00	   -0.5603	  0.0073	 -0.0104
  -3.50	   -0.5045	  0.0071	 -0.0105
  -3.00	   -0.4480	  0.0069	 -0.0107
  -2.50	   -0.3913	  0.0067	 -0.0110
  -2.00	   -0.3342	  0.0065	 -0.0113
  -1.50	   -0.2768	  0.0064	 -0.0117
  -1.00	   -0.2197	  0.0061	 -0.0121
  -0.50	   -0.1622	  0.0059	 -0.0125
   0.00	   -0.1053	  0.0056	 -0.0130
   0.50	   -0.0488	  0.0052	 -0.0134
   1.00	   0.0077	  0.0047	 -0.0139
   1.50	   0.0654	  0.0044	 -0.0146
   2.00	   0.1253	  0.0043	 -0.0155
   2.50	   0.1850	  0.0042	 -0.0165
   3.00	   0.2450	  0.0042	 -0.0175
   3.50	   0.3054	  0.0042	 -0.0185
   4.00	   0.3655	  0.0042	 -0.0195
   4.50	   0.4257	  0.0042	 -0.0205
   5.00	   0.4855	  0.0043	 -0.0215
   5.50	   0.5444	  0.0044	 -0.0224
   6.00	   0.6000	  0.0048	 -0.0228
   6.50	   0.6522	  0.0054	 -0.0228
   7.00	   0.7050	  0.0060	 -0.0229
   7.50	   0.7578	  0.0066	 -0.0230
   8.00	   0.8113	  0.0070	 -0.0233
   8.50	   0.8635	  0.0076	 -0.0234
   9.00	   0.9161	  0.0080	 -0.0236
   9.50	   0.9681	  0.0085	 -0.0238
  10.00	   1.0199	  0.0089	 -0.0239
  10.50	   1.0705	  0.0093	 -0.0240
  11.00	   1.1211	  0.0097	 -0.0240
  11.50	   1.1712	  0.0099	 -0.0242
  12.00	   1.2173	  0.0104	 -0.0236
  12.50	   1.2609	  0.0109	 -0.0227
  13.00	   1.2905	  0.0115	 -0.0198
  13.50	   1.3201	  0.0120	 -0.0168
  14.00	   1.3258	  0.0135	 -0.0125
  14.50	   1.3461	  0.0146	 -0.0099
  15.00	   1.3652	  0.0158	 -0.0073
  15.50	   1.3865	  0.0170	 -0.0052
  16.00	   1.4052	  0.0184	 -0.0031
  16.50	   1.4222	  0.0199	 -0.0012
  17.00	   1.4410	  0.0213	 0.0003
  17.50	   1.4588	  0.0230	 0.0016
  18.00	   1.4755	  0.0248	 0.0027
  18.50	   1.4932	  0.0267	 0.0034
  19.00	   1.5109	  0.0286	 0.0039
  19.50	   1.5271	  0.0306	 0.0043
  20.00	   1.5412	  0.0329	 0.0045
